name,description,review_text,review_rating,genre,keywords,datePublished,director,actor,creator
The Killing Fields,"A journalist is trapped in Cambodia during tyrant Pol Pot&apos;s bloody &apos;Year Zero&apos; cleansing campaign, which claimed the lives of two million &apos;undesirable&apos; civilians.","I saw this film a while back and just saw it again on TV. If you are interested in seeing a great, tense drama this is a good start. Honest and unapologetic directing from Roland Joffe and fine performances from Sam Waterston & John Malkovich (plus nicely played small parts by Craig T. Nelson & Spalding Gray.) Above all of them, however, is Haing S. Ngor as Dith Pran, the Cambodian journalist assisting the New York Times reporter played by Waterston during the conflicts in Cambodia around the time of the Vietnam war. This was Ngor&apos;s first film and had no previous acting experience. Quite a performance from Ngor, earning a well deserved Academy Award. Interesting note, Ngor himself led a very similar life to his character. Wonderfully touching film, you should see it.",10,"['Biography', 'Drama', 'History']","['khmer rouge', 'cambodia', 'escape attempt', 'genocide', 'prison camp']",1985-02-01,['Roland Joffé'],"['Sam Waterston', 'Haing S. Ngor', 'John Malkovich']",['Bruce Robinson']
w Delta z,,,8,"['Crime', 'Drama', 'Horror']","['naked corpse', 'physical torture', 'torture', 'penis', 'raped with a weapon']",2008-02-22,['Tom Shankland'],"['Stellan Skarsgård', 'Melissa George', 'Ashley Walters']",['Clive Bradley']
The King and I,A widow accepts a job as a live-in governess to the King of Siam&apos;s children.,"This is just a beautiful film,much better than the animated version. It has the most gorgeous score by Rodgers and Hammerstein, although it is not as good as the Sound of Music. The film itself is beautiful, and I felt enchanted watching it. The main attraction is the scenery and cinematography, they were just amazing. Yul Brynner undoubtedly gives the performance of his career, he is magnificent here. Deborah Kerr, who sadly died recently, matches him beautifully in a touching performance of Anna Leonowens. The intermission was a delight to listen to, and for me the highlight of the movie is the scene, the play. Speaking of the ending, it is so sad, and I hated the fact that the animated version completely changed the story. Give this a try, you&apos;ll be enchanted. 9/10-it is a bit long. Bethany Cox",9,"['Biography', 'Drama', 'Musical']","['king', 'siam', 'year 1862', 'englishwoman abroad', 'ship captain']",1956-06-29,['Walter Lang'],"['Yul Brynner', 'Deborah Kerr', 'Rita Moreno']","['Ernest Lehman', 'Oscar Hammerstein II', 'Margaret Landon']"
King Creole,,,10,"['Crime', 'Drama', 'Musical']","['criminal', 'music band', 'singing', 'new orleans louisiana', 'street gang']",1958-07-02,['Michael Curtiz'],"['Elvis Presley', 'Carolyn Jones', 'Walter Matthau']","['Herbert Baker', 'Michael V. Gazzo', 'Harold Robbins']"
King Kong,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.","Typical Peter Jackson, however gonna watch the even longer extended 3 hours 20 minutes edition in 4k, not watched in years but the picture is epic apart from it being too warm for my liking. The sound is the unusual DTS-X high def sound and already is gorgeous!

However enough of the technical borefest hahaha... this film for me is stunningly shot... some of the shots of the city are incredible. It really is a grand film and for me better than his LOTR trilogy which I may well resist soon.

However its the cinematography and sets that set this film apart from most films... integrated so well with XGI which even in 4k is holding up well... stunning is all I can say, actually old school filming with modern techniques!

Classic tale and story that recreates the original for the modern era. Even Jack Black is watchable but the stunning Naomi Watts is very very watchable hahaha.

This film doesn&apos;t get the recognition it deserves!!! As an achievement in cinema alone its a 10/10. You want blockbusters that have a story and a smidge of empathy with the characters with possibly the greatest ending of all monster films ever... this is how you do it.

Marvel and DC and all the other nonsense need to take a step back!!! This is how you combine live action, real sets and CGI into an epic tale...",10,"['Action', 'Adventure', 'Drama']","['gorilla', 'island', 'new york city', 'jungle', 'expedition']",2005-12-14,['Peter Jackson'],"['Naomi Watts', 'Jack Black', 'Adrien Brody']","['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']"
King Kong,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.","Typical Peter Jackson, however gonna watch the even longer extended 3 hours 20 minutes edition in 4k, not watched in years but the picture is epic apart from it being too warm for my liking. The sound is the unusual DTS-X high def sound and already is gorgeous!

However enough of the technical borefest hahaha... this film for me is stunningly shot... some of the shots of the city are incredible. It really is a grand film and for me better than his LOTR trilogy which I may well resist soon.

However its the cinematography and sets that set this film apart from most films... integrated so well with XGI which even in 4k is holding up well... stunning is all I can say, actually old school filming with modern techniques!

Classic tale and story that recreates the original for the modern era. Even Jack Black is watchable but the stunning Naomi Watts is very very watchable hahaha.

This film doesn&apos;t get the recognition it deserves!!! As an achievement in cinema alone its a 10/10. You want blockbusters that have a story and a smidge of empathy with the characters with possibly the greatest ending of all monster films ever... this is how you do it.

Marvel and DC and all the other nonsense need to take a step back!!! This is how you combine live action, real sets and CGI into an epic tale...",10,"['Action', 'Adventure', 'Drama']","['gorilla', 'island', 'new york city', 'jungle', 'expedition']",2005-12-14,['Peter Jackson'],"['Naomi Watts', 'Jack Black', 'Adrien Brody']","['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']"
King Kong,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.","Typical Peter Jackson, however gonna watch the even longer extended 3 hours 20 minutes edition in 4k, not watched in years but the picture is epic apart from it being too warm for my liking. The sound is the unusual DTS-X high def sound and already is gorgeous!

However enough of the technical borefest hahaha... this film for me is stunningly shot... some of the shots of the city are incredible. It really is a grand film and for me better than his LOTR trilogy which I may well resist soon.

However its the cinematography and sets that set this film apart from most films... integrated so well with XGI which even in 4k is holding up well... stunning is all I can say, actually old school filming with modern techniques!

Classic tale and story that recreates the original for the modern era. Even Jack Black is watchable but the stunning Naomi Watts is very very watchable hahaha.

This film doesn&apos;t get the recognition it deserves!!! As an achievement in cinema alone its a 10/10. You want blockbusters that have a story and a smidge of empathy with the characters with possibly the greatest ending of all monster films ever... this is how you do it.

Marvel and DC and all the other nonsense need to take a step back!!! This is how you combine live action, real sets and CGI into an epic tale...",10,"['Action', 'Adventure', 'Drama']","['gorilla', 'island', 'new york city', 'jungle', 'expedition']",2005-12-14,['Peter Jackson'],"['Naomi Watts', 'Jack Black', 'Adrien Brody']","['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']"
Kingu Kongu no gyakushû,"Inspired by the Rankin/Bass cartoon, the evil Dr. Who captures King Kong to dig for Element X when his mechanical doppelganger, Mechani-Kong, is unable to do the task. Kong escapes and soon confronts his mechanical double.","As it states under &apos;Trivia&apos;, &apos;King Kong Escapes&apos; was a tie-in to the Rankin-Bass &apos;King Kong&apos; cartoon series, and to be honest, this film is very much a children&apos;s movie, featuring a cartoonish super-villain, a faintly ridiculous plot and comical fight scenes. This shouldn&apos;t be taken to mean that I hate the film, however. While it&apos;s not as good as Toho&apos;s previous Kong outing, &apos;King Kong VS Godzilla&apos;, it&apos;s still okay if you&apos;re in the mood for that kind of thing. I&apos;ve never seen the cartoon, but the plot of this film is straightforward enough that you don&apos;t need to.

The film does have a number of flaws, the most notable being King Kong himself. I personally thought the ape suit from KKVG looked pretty impressive, but KKE&apos;s version is more than a little silly, particularly the face, with its wide, staring eyes and permanently open mouth, which makes Kong look like he&apos;s high. Also, the fights with the other monsters aren&apos;t overly impressive; the battle on Mondo Island (Kong had obviously moved from Skull Island after it was destroyed at the end of Son of Kong) with Gorosaurus is actually quite funny, particularly when Kong gets repeatedly drop-kicked, but the showdown with Mecha-Kong is a bit anticlimactic, particularly compared to the city-destroying smackdowns of KKVG and the best of the Godzilla series.

The plot is some silly gubbins about mining a radioactive element, and King Kong comes into the story after the evil Dr Who (not the time-travelling character from the long-running British T.V series) builds a robot ape, only for it to fail. He then kidnaps the real Kong, but he escapes (hence the title) and the usual Kaiju action ensues. The human element is rather bland, although this is probably the fault of the script rather than the actors. Linda Miller is the ersatz Fay Wray of this picture, her role generally consisting of being picked up by Kong and trying to save the big ape from getting into trouble. Rhodes Reason is solid if unspectacular, and Dr. Who makes a good, over-the-top villain.

Having said that, I do think it&apos;s a shame Toho never made any more Kong movies. Personally, I would have loved to have seen Mecha-Kong come back, perhaps in a Godzilla movie. Given that Godzilla battled so many monsters over the years, it might have been interesting if he had come up against King Kong again, maybe in a scenario that forced them to work together against one or more of the many monster that big G faced.",6,"['Action', 'Adventure', 'Family']","['giant ape', 'giant robot', 'mad scientist', 'nurse', 'king kong character']",1968-06-19,['Ishirô Honda'],"['Rhodes Reason', 'Mie Hama', 'Linda Miller']","['Takeshi Kimura', 'Edgar Wallace']"
King of Kings,"The temporary physical life of the Biblical Savior, Jesus Christ.","&apos;King of Kings&apos; features Jeffrey Hunter&apos;s finest performance, as a young, dynamic Jesus of Nazareth, and his interpretation, open and earnest, is the best part of a movie both uneven and flawed.

 Produced by many of the people responsible for &apos;Ben Hur&apos;, the film utilizes some of the same sets, actors (Frank Thring appears in major roles in both films), and composer (Miklos Rozsa, whose score for &apos;King of Kings&apos; was one of his finest). The cast was fleshed out by respected actors (Robert Ryan is too old but charismatic as John the Baptist, Siobhan McKenna is a glowing, if also too old Mary, Brigid Bazlen, a deliciously wicked and oversexed Salome, Harry Guardino, an &apos;over-the-top&apos; Barabbas, a VERY young Rip Torn scores as Judas). While the cast didn&apos;t have the &apos;star power&apos; of &apos;Ben Hur&apos;, or many other Christian epics, the actors, by and large, perform credibly in their roles, particularly Hurd Hatfield and Viveca Lindfors, as Pilate and his wife, Claudia, and Ron Randell as Tribune Lucius.

 The film was a MUCH less expensive project than &apos;Ben Hur&apos;; the budget restraints show most glaringly in recreating Jesus&apos; ministry (most of Christ&apos;s miracles are only referred to, not shown), and extras casting (non-professional Spanish townspeople, overdubbed with some truly RIPE dialog!).

 The film works best when focusing on Jesus; unfortunately, it frequently veers off into distracting subplots about Barabbas and the zealots, and the decadence of Herod&apos;s court. These stories consume a LOT of screen time, and damage the overall impact of the film.

 Yet rising above all this is Jeffrey Hunter&apos;s interpretation of the Savior. Easily the most audience-friendly of all the actors who have assailed the role, Hunter took a lot of flack for his &apos;matinee idol&apos; good looks, and piercing blue eyes, but his kindness, sincerity, and the complete believability with which he delivers Christ&apos;s words overcome any qualms about his appearance. The Sermon on the Mount is a film high point, and magnificent; the Crucifixion and Resurrection have the kind of power that can bring a lump to your throat, even after repeated viewings.

 While &apos;King of Kings&apos; lacks the big names and budget of &apos;The Greatest Story Ever Told&apos;, or the emotional core of &apos;Jesus of Nazareth&apos; or &apos;The Last Temptation of Christ&apos;, in Jeffrey Hunter, the film presents possibly the most compassionate of all screen Messiahs, and makes this film a very moving experience!",8,"['Biography', 'Drama']","['john the baptist character', 'jesus christ character', 'mary of nazareth character', 'mary magdalene character', 'joseph of nazareth character']",1961-10-30,['Nicholas Ray'],"['Jeffrey Hunter', 'Siobhan McKenna', 'Hurd Hatfield']","['Philip Yordan', 'Ray Bradbury']"
King Solomon&apos;s Mines,Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,"This is one of my favourite films, as it is so easy to watch, i think the director was being Padraic of other action/adventure films and that is why it appears cheesy. I think the areoplane scene which we can tell is really fake, is meant to make you laugh. I particularly like the way secretly Sharon Stone&apos;s shorts within the film start as clam diggers and by the end of the film she almost has hot pants on (typical Hollywood male gaze of woman). I think for that time the special effects were excellent for an action/adventure treasure hunter film. I like the narrative of this film, as its not really complicated, i also like the way light is used in the tree tops when sharon & quatermain meet the upside-down people. This film is perfect to watch hungover eating warmed up pizza from the night before.",,"['Action', 'Adventure', 'Comedy']","['africa', 'tribe', 'shotgun', 'hero', 'adventure hero']",1985-11-22,['J. Lee Thompson'],"['Richard Chamberlain', 'Sharon Stone', 'Herbert Lom']","['H. Rider Haggard', 'Gene Quintano', 'James R. Silke']"
Kingdom of the Spiders,,,6,"['Horror', 'Sci-Fi']","['arizona', 'aviation', 'tragic event', 'murder of a woman', 'woman wears eyeglasses']",,['John &apos;Bud&apos; Cardos'],"['William Shatner', 'Tiffany Bolling', 'Woody Strode']","['Richard Robinson', 'Alan Caillou', 'Jeffrey M. Sneller']"
Kingpin,,,9,"['Comedy', 'Sport']","['bowling', 'amish', 'on the road', 'big breasts', 'breasts']",1996-07-26,"['Bobby Farrelly', 'Peter Farrelly']","['Woody Harrelson', 'Randy Quaid', 'Bill Murray']","['Barry Fanaro', 'Mort Nathan']"
Knick Knack,"A snow globe snowman wants to join the other travel souvenirs in a hot party, but the glass dome that surrounds him gets in his way, despite all his efforts.","Funny little short comedy by the Pixar people, which I saw as an extra on the Finding Nemo DVD.

A snowman is trapped in one of those glass snow domes, but he wants to break out as all the other toys are having a good time in the sun. So he tries to break/blow his way through but things just don&apos;t work for him. When he and the dome finally fall down, we think he can escape but again, the dome gets the better of him...

Well made and fun, we can see why Pixar became such a huge company over the years. If you have the Finding Nemo DVD, make sure you check this one out.

7/10.",7,"['Animation', 'Short', 'Comedy']","['snow', 'snowman', 'cgi animation', 'snowglobe', '3d']",1992-11-25,['John Lasseter'],['Mel Blanc'],['John Lasseter']
Knights of Badassdom,Live-action role players conjure up a demon from Hell by mistake and they must deal with the consequences.,"It&apos;s not as bad as some of the reviews make it out. But you do have to be a geek at heart.

You don&apos;t have to be a LARPer necessarily, but you do have to know a little about the culture. There are a lot of jokes and references that if you know nothing about roll play, LARP or just general geekdom, they will pass you by. 

So yeah its not for everyone, but it is funny and the actors all put in exceptional performances for what it is. 

It&apos;s not meant to be a block buster CG extravaganza, so don&apos;t expect a block buster action horror and you will enjoy it. 

But again, if you know nothing about geek culture this will go right over your head. 

Great performances by all, need to say that again.",7,"['Action', 'Adventure', 'Comedy']","['ritual', 'breaking up with girlfriend', 'paintball', 'live action role playing', 'demon']",2014-04-11,['Joe Lynch'],"['Ryan Kwanten', 'Steve Zahn', 'Peter Dinklage']","['Kevin Dreyfuss', 'Matt Wall']"
Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,"Kubo was the first fully Claymation film I have scene, and it was fantastic to see. I am a huge fan of the art style and want so much more of it. The story was charming, and even exceptionally enthralling for the first half of the film, but slows to a halt during Act III, crippling its momentum. The art style alone makes this movie worth watching, and I will see anything that took this much work and artistic talent on the big screen in coming years.",8,"['Animation', 'Action', 'Adventure']","['stop motion', 'samurai', 'mother son relationship', 'magic', 'storytelling']",2016-08-19,['Travis Knight'],"['Charlize Theron', 'Art Parkinson', 'Matthew McConaughey']","['Marc Haimes', 'Chris Butler', 'Shannon Tindle']"
Kundun,"From childhood to adulthood, Tibet&apos;s fourteenth Dalai Lama deals with Chinese oppression and other problems.","This movie is like a breath of fresh air, for once a topic well chosen. Very nicely produced, directed and and very well acted. a very moving tale that hinges not only on the 14th Dalai Lama but of the struggle for Tibetan freedom from Chinese communist imperialist rule. This movie should be more widely shown. An interesting portrayal of the cruel,bullying, arrogant imperialist Chairman Mao enjoying the good life whilst his citizens suffered. The film portrays the issues successfully and is memorable.

We should not forget Tibet and the Tibetan peoples&apos; desire for a restoration of independence and freedom. Marvellous just marvellous.",8,"['Biography', 'Drama', 'History']","['dalai lama', 'buddha', 'buddhism', 'slaughter', 'mao tse tung']",1998-01-16,['Martin Scorsese'],"['Tenzin Thuthob Tsarong', 'Gyurme Tethong', 'Tulku Jamyang Kunga Tenzin']",['Melissa Mathison']
Kull the Conqueror,A barbarian warrior becomes a king when he defeats a king in armed combat and the king&apos;s heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.,"The screenplay writer must have read Howard&apos;s book, since there are literal quotes like `By this axe I rule!&apos;, which Kull exclaims during the coronation, yet again, this movie is no serious attempt to capture the raw, barbarian spirit of Howard&apos;s heroes. `Kull the Conqueror&apos; reminds me of `Sinbad and the Eye of the Tiger&apos; rather than `Conan the Barbarian&apos; or `Hercules&apos;. Exactly like Patrick Wayne, Kevin Sorbo has to sail to the Land of Ice to find a solution to his problem: the evil witch threatening the once peaceful kingdom. `Kull&apos; is nice, colourful adventure, Sinbad with more muscles and less charm, nothing special, but not as bad as some reviewers wrote, either. I&apos;ll watch it again on a rainy day. Of course, if you expected another `Conan the Barbarian&apos;, you&apos;ll be disappointed, but `Conan the Destroyer&apos; and `Red Sonja&apos; were no match for this masterpiece in the past, and `Kull&apos; is at least a bit better than these two.

 Tia Carrere as the red-haired witch Akivasha who cannot be killed, for she is living in a fire, is brilliant. Her immediate transition from the enchanting beauty to screaming rage compares to nothing. I still didn&apos;t figure out why Sorbo chose the same profession as De Niro and Dustin Hoffman, but he&apos;s passable here. Give it a try if you like the genre.",7,"['Action', 'Adventure', 'Fantasy']","['character name as title', 'kull the conqueror character', 'protohistory', 'villainess', 'king']",1997-08-29,['John Nicolella'],"['Kevin Sorbo', 'Tia Carrere', 'Thomas Ian Griffith']","['Robert E. Howard', 'Charles Edward Pogue']"
La figlia di Frankenstein,"Baron Frankenstein&apos;s daughter and his assistant/her lover continue his experiments in an attempt to rebuild his legacy after he is killed by his psychotic, murderous first monster.","Mel Welles, you might remember him as Mr. Mushnick in Roger Corman&apos;s Little Shop of Horrors, directs this somewhat interesting yet wholly twisted tale of Dr. Frankenstein&apos;s daughter carrying on her father&apos;s work after his death and creating a creature not for its intellectual ability or its likelihood to be/do good but rather for its sex appeal. You see, Tania Frankenstein, though a doctor and scientist in her own right, is concerned with really nothing more than satiating her primal desires for the stable boy and making some super sex slave by using his body with the excellent brain of a man she does not love. The story is tissue-thin here, and one gets what one might expect: lots of leering and suggestive comments(surprisingly most from the female lead), special effects that are not so special, acting that lacks depth of characterization, and not really much action or suspense. And while this film is almost barren in regards to good storytelling, Lady Frankenstein does oddly have some aspects which make it watchable - not highly watchable but watchable nonetheless. Italian actress Rosalba Neri AKA Sara Bay/Bey plays the Baron&apos;s daughter with some aplomb and lots and lots of sex appeal. She oozes desire and seduction quite well. Her performance is pretty one-dimensional, but she is quite lovely and plays over-the-top a little too well. She is also very open with her performance if you catch my drift. Poor Joseph Cotten, now regulated to European horror films for money, plays the father in a brief yet competent performance. He is the star attraction but gone before the film really kicks into a gear. As for the rest of the cast, Paul Muller is somewhat effective as Dr. Charles Marshall, the baron&apos;s assistant and an admirer of the daughter for some time. As crimes and missing persons begin to unfold in the village, policeman(I wasn&apos;t buying this)Mickey Hargitay starts to pump Tania for answers - despite what you might think not to her satisfaction. Where the movie really loses credibility is in the final third of the film where the suspect script, weak performances, and lackluster direction all head further South. The creature is revealed and looks quite ridiculous. The film ends somewhat abruptly with one of the hasty resolutions very common in the 1970s. While not nearly as bad and repulsive as some might want you to think, Lady Frankenstein is indeed a very flawed film with some perverse albeit intriguing overtones.",4,['Horror'],"['sex scene', 'interrupted sex', 'killed during sex', 'mental retardation', 'female frontal nudity']",,"['Mel Welles', 'Aureliano Luppi']","['Joseph Cotten', 'Rosalba Neri', 'Paul Muller']","['Dick Randall', 'Edward Di Lorenzo', 'Mel Welles']"
Lady in White,"An author tells the story of how, as a young boy growing up in a 1960s small town, he was haunted after witnessing the murder of a little girl.","Picture a sleepy rural community by the sea where children play in fields, family members work together and a ghost appears to a young boy to receive aid in finding peace. These are some of the story lines of Lady in White. the picture was directed by Frank LaLoggia and he gives it a picturesque Ray Bradbury kind of tone, mood, and setting. It was as if I were transported back into some aspects of my childhood as the film centers on the point of view of a young boy named Frankie Scarlatti. The story is not grandiose by any means: you will know the identity of the killer fairly quickly just by instincts. The real power of the film for me was the presentation of the film - the creepy moments with the Lady in White, Katherine Helmond as a crazed woman obsessed with candles, and the claustrophobic atmosphere of a little school room. The rural setting is wonderfully portrayed and the resolution to the story has heart and scares. I was impressed with the acting all around from Lukas Haas as Frankie, to Alex Rocco as his father giving a great performance and certainly one not his general type, Len Cariou as a family friend, and Helmond as well. This is at its core a ghost story and one of the better ones I have seen of late. It is family-friendly yet eerily frightening. This is one of those perfect films to watch on a cold, winter evening.",8,"['Fantasy', 'Horror', 'Mystery']","['small town', 'ghost', '1960s', 'year 1962', 'bullying']",1988-04-22,['Frank LaLoggia'],"['Lukas Haas', 'Len Cariou', 'Alex Rocco']",['Frank LaLoggia']
Lady Killer,"A former gangster makes it big in Hollywood, but his old life catches up with him.","Lady Killer (1933)

I love these multi-part stories, where one set of scenes shifts to a whole new set, and then they eventually intertwine. And I also love movies that show the inside of Hollywood, with actual recreations of movie sets and movie shoots.

Lady Killer has both, and James Cagney, too. It&apos;s fast, furious, funny, and shot with a bright, glinting intelligence. Not quite a gangster film, it does have crime and some crooked thugs. And not quite a comedy, it pulls out quite a few laughs, mostly because Cagney is a card. There are two fabulous first ladies (and they naturally must view for our man), Mae Clark and Margaret Lindsay, and a slew of second men who hold up their characters with caricature. 

In all, there is no Warner message here, except maybe the virtue can sometimes prevail. It&apos;s just a lot of great scenes, witty dialog, and a play of good guys against bad guys. Look for some stunning rain scenes in California (yeah, I know), and for a huge range of interior and exterior set ups, fairly elaborate for Warner Bros. budgets. 

For Cagney fans, it&apos;s a riot to see him take on, briefly, a series of roles as Indian chief, Italian lover, and prisoner on work detail. The latter, of course, is close to the real roles that made him famous, and his role here is actually a little lighter than that, a bad guy who is all wisecracks and cheerfulness. Look for some insider jokes, like the poster (and mention) of the Edward G. Robinson film, and the movie ushers wearing hats all with the Warner Brothers logo on it.

Great stuff. I loved it even as I knew it wasn&apos;t quite a masterpiece. Oh, and the new (2010) Warner DVD is sparkling, a first rate print!",8,"['Comedy', 'Crime', 'Music']","['bare chested male', 'taming of the shrew', 'manipulative female', 'femme fatale', 'female sexual predator']",1933-12-09,['Roy Del Ruth'],"['James Cagney', 'Mae Clarke', 'Margaret Lindsay']","['Ben Markson', 'Lillie Hayward', 'Rosalind Keating Shaffer']"
Shurayukihime,,,8,"['Action', 'Crime', 'Drama']","['revenge', 'childbirth', 'female warrior', 'snow', 'female assassin']",1974-03-22,['Toshiya Fujita'],"['Meiko Kaji', 'Toshio Kurosawa', 'Masaaki Daimon']","['Kazuo Kamimura', 'Kazuo Koike', 'Norio Osada']"
Pembalasan Ratu Pantai Selatan,"The spirit of an ancient evil queen posesses the body of a young anthropological student, who then goes on a murderous rampage.","This is way fun a lot, I mean a lot of action this is a way cool rip off of the terminator. Now this is a CULT movie so over the top the story the acting and the best part is the violence if you are a fan of campy 80s action movies then check out you will like it.I was so happy with it the DVD is good to also the tagline RULZZ SHE MATES....THEN SHE TERMINATS LOL!!!!!This one needs to go down as a cult classic!!!Also she never runs out of bullets its so aubsurd and she cant die!!she is possessed by the south sea queen?the story is so simple man its just non stop action and the body count is so so high and the last 30 of the film is the best!!Go find this and yes buy its very worth it!!!",7,"['Action', 'Drama', 'Fantasy']","['buttocks', 'exploitation film', 'grindhouse film', 'euro trash', 'tied to a bed']",1989-10-07,['H. Tjut Djalil'],"['Barbara Anne Constable', 'Christopher J. Hart', 'Claudia Angelique Rademaker']",['Karr Kruinowz']
Chinjeolhan geumjassi,,,8,"['Crime', 'Drama', 'Thriller']","['revenge', 'murder', 'vengeance', 'detective', 'christian']",2005-07-29,['Park Chan-wook'],"['Nam-mi Kang', 'Jeong-nam Choi', 'Hye-Sook Go']","['Park Chan-wook', 'Myeong-chan Park', 'Chung Seo-kyung']"
Ladyhawke,"The thief Gaston escapes the dungeon of medieval Aquila through the latrine. Soldiers are about to kill him when Navarre saves him. Navarre, traveling with his spirited hawk, plans to kill the bishop of Aquila with help from Gaston.","Ever since I was a kid, I loved fantasy movies. As a matter of fact, anything with sword fights was great in my book. And since I grew up in the days before Lord of the Rings came along, my favourites were always mid-to-late-eighties fantasy epics like The Princess Bride, Willow, and Ladyhawke.

It&apos;s all about an outcast knight and his lover, who have been cursed by an evil bishop to become animals during night and day, so they&apos;re never together in human form. He becomes a wolf and she becomes a hawk (hence the title). The knight enlists the help of a young thief to break into the cathedral and take his revenge on the bishop. Aside from the basic premise, it&apos;s more of a historical movie than a fantasy movie. There&apos;s no magic other than the curse, and no trolls or giants or anything, which was partly the reason I enjoyed it so much.

I&apos;ve also always loved this movie for it&apos;s great storyline and interesting characters. Philipe&apos;s conversations with God still amuse me, as does the drunken monk played by Leo McKern ... It comes from director Richard Donner, who of course brought us Superman I & II, the Lethal Weapon movies and so on. This is essentially a well-directed movie, although a lot of people have issues with the choice of soundtrack. It&apos;s kind of a techno-poppy thing, which I blame NeverEnding Story for. A lot of eighties fantasy movies went with the same idea, but it works with Ladyhawke better than it works with most others, although I would of course prefer a more conventional and less intrusive score. On the whole, the sets and the props are pretty convincing, although some of the fight sequences aren&apos;t particularly great.

Here we have an early Matthew Broderick performance which shows how little his acting skills have developed since. Not that he&apos;s a bad actor, just an early bloomer I guess. Cult icon Rutger Hauer, of whom I have always been a huge fan (Blade Runner, The Hitcher, The 10th Kingdom) gives a fantastic performance as the outcast knight, and as we all know it&apos;s never a bad idea to have Michelle Pfeiffer in a movie.

You should definitely see this movie if you&apos;re a fan of the genre, or of any of the actors involved. It&apos;s a wonderful fantasy adventure for all ages.",7,"['Adventure', 'Comedy', 'Drama']","['snow adventure', 'curse', 'sword and sorcery', 'good versus evil', 'talking to an animal']",1985-04-12,['Richard Donner'],"['Matthew Broderick', 'Rutger Hauer', 'Michelle Pfeiffer']","['Edward Khmara', 'Michael Thomas', 'Tom Mankiewicz']"
The Lair of the White Worm,,,6,"['Comedy', 'Horror']","['dildo', 'female prisoner', 'implied rape', 'archaeology', 'british archaeologist']",1988-10-21,['Ken Russell'],"['Amanda Donohoe', 'Hugh Grant', 'Catherine Oxenberg']","['Ken Russell', 'Bram Stoker']"
Lake Michigan Monster,,,7,"['Action', 'Adventure', 'Comedy']","['revenge', 'black and white', 'overacting', 'salty sailor', 'lighthouse']",2020-07-31,['Ryland Brickson Cole Tews'],"['Ryland Brickson Cole Tews', 'Erick West', 'Beulah Peters']","['Ryland Brickson Cole Tews', 'Mike Cheslik']"
Lake Mungo,Strange things start happening after a girl is found drowned in a lake.,"Well the movie itself has some flaws. It has some parts that is really unnecessary. But the allover story is really interesting.

It is one of the slowest horror/mystery movies I&apos;ve seen, but i think that it benefits from it. The scares are mostly...not really scares, but they will get you goosebumps for sure. But you really have to stay the entire movie to get the entire thing. The end is what made it for me. People are comparing it to paranormal activity, and I get that, but the matter a fact is that these two movies are not very similar, the only thing really is that they use some home movie style footage.

Anyway, its a good movie if you like slow movies, and good scares. But its no movie theater material.",7,"['Drama', 'Horror', 'Mystery']","['ghost', 'mockumentary', 'found footage', 'fake documentary', 'birthday']",2008-06-18,['Joel Anderson'],"['Rosie Traynor', 'David Pledger', 'Martin Sharpe']",['Joel Anderson']
Lake Placid,"Three people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine.","The only thing placid about LAKE PLACID is Bill Pullman in one of his blander characterizations--but he&apos;s still a charmer. Bridget Fonda exchanges some good barbs with him--as does Brendan Gleeson (as the local sheriff) and Oliver Platt (as a wacko crocodile hunter). All of them are after the crock that&apos;s been lurking in the Maine lake and hungry for the next meal.

 It&apos;s an uneven blend of nervous thrills (especially during any underwater scenes) and laughter--played to perfection. Brendan Gleeson&apos;s character manages to draw the most attention and the most laughs as the sheriff who tangles with an eccentric hunter (Oliver Platt). Platt is good but his character tends to be annoying at times.

Betty White plays a variation of her usual stock comedy character and provides an amusing twist for the final scene. Bridget Fonda looks attractive and handles her sharp exchanges with Pullman in a throughly professional manner.

An odd sort of movie that combines comedy and horror with mostly satisfying results. Not exactly a trailblazer but fun.",,"['Action', 'Comedy', 'Horror']","['blonde', 'cleavage', 'voyeur', 'crocodile', 'eaten alive']",1999-07-16,['Steve Miner'],"['Bridget Fonda', 'Bill Pullman', 'Oliver Platt']",['David E. Kelley']
